"Master_Incident_Number2","Date","Time_First_Unit_Assigned","All_Calls","Unit_Assigned","Stop","Arrest","year"
"220920SA00532",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00558",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00689",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00805",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00854",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00861",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00906",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00934",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00953",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00983",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA00992",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA01008",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA01018",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA01021",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA01053",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA01058",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA01059",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA01061",2022-09-20,2022-09-20,"All Calls","Unit Assigned",NA,NA,2022
"220920SA01102",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220920SA01157",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220921SA00003",2022-09-20,NA,"All Calls",NA,NA,NA,2022
"220921SA00035",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA00172",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA00387",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA00531",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA00541",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA00637",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA00735",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA00871",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA00967",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA00978",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220921SA01014",2022-09-21,NA,"All Calls",NA,NA,NA,2022
"220922SA00333",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA00509",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA00576",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA00640",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA00720",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA00849",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA00959",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA00978",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA00983",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA01000",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA01016",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA01026",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA01030",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA01099",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA01146",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220922SA01169",2022-09-22,NA,"All Calls",NA,NA,NA,2022
"220923SA00064",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00142",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00204",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00294",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00356",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00417",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00545",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00586",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00614",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00721",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00761",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00801",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00903",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00905",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00919",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA00938",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01055",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01067",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01068",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01091",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01109",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01153",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01159",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01171",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01190",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01203",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01205",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01242",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01244",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01285",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01294",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01298",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01300",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01304",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220923SA01328",2022-09-23,2022-09-23,"All Calls","Unit Assigned","Stop","Arrest",2022
"220923SA01326",2022-09-23,NA,"All Calls",NA,NA,NA,2022
"220924SA00082",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00084",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00146",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00175",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00268",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00496",2022-09-24,2022-09-24,"All Calls","Unit Assigned",NA,"Arrest",2022
"220924SA00510",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00521",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00523",2022-09-24,2022-09-24,"All Calls","Unit Assigned","Stop",NA,2022
"220924SA00565",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00579",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00624",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00851",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00875",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00881",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA00989",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01004",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01013",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01022",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01080",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01076",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01090",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01097",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01110",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01105",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01120",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01127",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01130",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01133",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01147",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01146",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01155",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01177",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01197",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01234",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01238",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01242",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01279",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01339",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220924SA01351",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220925SA00002",2022-09-24,NA,"All Calls",NA,NA,NA,2022
"220925SA00075",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00079",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00107",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00136",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00187",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00226",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00302",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00379",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00393",2022-09-25,2022-09-25,"All Calls","Unit Assigned",NA,NA,2022
"220925SA00469",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00527",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00593",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00614",2022-09-25,2022-09-25,"All Calls","Unit Assigned",NA,NA,2022
"220925SA00620",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00624",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00641",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00666",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00711",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00722",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00749",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00762",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00778",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00825",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00890",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00902",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00908",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00910",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00926",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA00986",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA01008",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA01029",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA01065",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA01125",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA01133",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA01142",2022-09-25,2022-09-25,"All Calls","Unit Assigned","Stop",NA,2022
"220925SA01154",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA01162",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220925SA01164",2022-09-25,2022-09-25,"All Calls","Unit Assigned",NA,NA,2022
"220925SA01166",2022-09-25,NA,"All Calls",NA,NA,NA,2022
"220926SA00031",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00052",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00074",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00131",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00358",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00370",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00443",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00442",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00529",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00596",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00607",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00622",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00650",2022-09-26,2022-09-26,"All Calls","Unit Assigned",NA,NA,2022
"220926SA00730",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00761",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00762",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00767",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00888",2022-09-26,2022-09-26,"All Calls","Unit Assigned",NA,NA,2022
"220926SA00902",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00913",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00942",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA00953",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA01018",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA01029",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA01038",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA01045",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA01065",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA01076",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220926SA01122",2022-09-26,NA,"All Calls",NA,NA,NA,2022
"220927SA00187",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA00240",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA00371",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA00438",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA00547",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA00840",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA00894",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA00916",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA01073",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA01085",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA01191",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220927SA01322",2022-09-27,2022-09-27,"All Calls","Unit Assigned",NA,NA,2022
"220927SA01338",2022-09-27,NA,"All Calls",NA,NA,NA,2022
"220928SA00014",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00051",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00054",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00179",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00199",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00349",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00475",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00515",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00612",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00611",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00641",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00678",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00698",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00808",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00917",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00941",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00945",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00980",2022-09-28,2022-09-28,"All Calls","Unit Assigned",NA,NA,2022
"220928SA00987",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220928SA00998",2022-09-28,NA,"All Calls",NA,NA,NA,2022
"220929SA00012",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00130",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00364",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00420",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00497",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00578",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00669",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00769",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00838",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00860",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00892",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00902",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00946",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00972",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00979",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00987",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA00993",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA01017",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA01041",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA01058",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA01091",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA01158",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA01189",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA01252",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220929SA01256",2022-09-29,NA,"All Calls",NA,NA,NA,2022
"220930SA00024",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00055",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00236",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00268",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00302",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00350",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00376",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00488",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00508",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00517",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00540",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00571",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00587",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00611",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00619",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00672",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00676",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00698",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00756",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00764",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01025",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00807",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA00949",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01048",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01063",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01082",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01129",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01159",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01181",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01187",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01208",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01211",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01218",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01250",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01253",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01257",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01294",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01300",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01307",2022-09-30,2022-09-30,"All Calls","Unit Assigned",NA,"Arrest",2022
"220930SA01309",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01334",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01335",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01337",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01342",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01346",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01347",2022-09-30,NA,"All Calls",NA,NA,NA,2022
"220930SA01366",2022-09-30,2022-10-01,"All Calls","Unit Assigned","Stop","Arrest",2022
"221001SA00004",2022-10-01,2022-10-01,"All Calls","Unit Assigned","Stop",NA,2022
"221001SA00064",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00097",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00355",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00365",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00455",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00549",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00631",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00773",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00876",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00894",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00899",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00930",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA00989",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01016",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01023",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01046",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01062",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01073",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01085",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01094",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01137",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01178",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01183",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221001SA01185",2022-10-01,NA,"All Calls",NA,NA,NA,2022
"221002SA00003",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00024",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00027",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00042",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00046",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00056",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00065",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00090",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002CC00112",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00425",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00611",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00627",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00676",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00679",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00724",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00754",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00788",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00830",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00936",2022-10-02,2022-10-02,"All Calls","Unit Assigned","Stop",NA,2022
"221002SA00948",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00951",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00968",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA00975",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA01000",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221002SA01066",2022-10-02,NA,"All Calls",NA,NA,NA,2022
"221003SA00035",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00056",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00220",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00285",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00369",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00395",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00459",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00480",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00533",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00630",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00680",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00721",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00767",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00821",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00959",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA00958",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA01033",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA01122",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA01134",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221003SA01138",2022-10-03,NA,"All Calls",NA,NA,NA,2022
"221004SA00015",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00023",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00066",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00533",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00602",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00614",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00775",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00787",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00800",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00814",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00834",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00886",2022-10-04,2022-10-04,"All Calls","Unit Assigned",NA,NA,2022
"221004SA00949",2022-10-04,NA,"All Calls",NA,NA,NA,2022
"221004SA00953",2022-10-04,NA,"All Calls",NA,NA,NA,2022
